PointID,WMA,Date,Time,Trap,Species,Sex,Wgt,HindFt,TailLgth,BodyLgth,TotalLgth,Comments,Column1
3896,BA,9/22/2008,10:04:00 AM,GR,BMCOMO,M,33,23,70,102,172,,
3896,BA,9/22/2008,10:13:00 AM,GR,BMCOMO,M,26,22,64,84,148,,
3919,BA,9/22/2008,10:51:00 AM,GR,BMCOMO,M,27,22,67,85,,,
3919,BA,9/24/2008,9:00:00 AM,GR,BMCOMO,F,29,22,69,84,,Jumpy,1
3919,BA,9/24/2008,9:05:00 AM,GR,BMCOMO,F,12,22,64,70,,Juvenile,
4032,BA,9/21/2008,10:31:00 AM,GR,BMCOMO,F,8,21,54,57,,Juvenile,1
4032,BA,9/21/2008,10:39:00 AM,GR,BMCOMO,M,17,22,64,77,,,
4032,BA,9/21/2008,10:40:00 AM,GR,BMCOMO,F,22,22,66,80,,,
4032,BA,9/21/2008,10:43:00 AM,GR,BMCOMO,M,29,22,68,78,,,
4032,BA,9/22/2008,10:05:00 AM,GR,BMCOMO,M,12,20,53,66,,Juvenile,1
4032,BA,9/22/2008,10:10:00 AM,GR,BMCOMO,F,20,22,75,86,,,
4032,BA,9/22/2008,10:13:00 AM,GR,BMCOMO,F,34,22,73,85,,,
4032,BA,9/22/2008,10:14:00 AM,GR,BMCOMO,F,14,22,66,76,,,
4032,BA,9/22/2008,10:27:00 AM,GR,BMCOMO,M,26,22,67,83,,,
4032,BA,9/22/2008,10:31:00 AM,GR,BMCOMO,F,11,21,63,68,,Juvenile,
4032,BA,9/23/2008,9:10:00 AM,GR,BMCOMO,F,12,22,66,69,,Juvenile,1
4032,BA,9/23/2008,9:15:00 AM,GR,BMCOMO,F,26,23,79,77,,,
4032,BA,9/23/2008,9:16:00 AM,GR,BMCOMO,F,15,22,64,78,,,
4032,BA,9/23/2008,9:18:00 AM,GR,BMCOMO,M,17,22,63,79,,,
4032,BA,9/23/2008,9:20:00 AM,GR,BMCOMO,F,24,20,68,66,,,
4032,BA,9/23/2008,9:22:00 AM,GR,BMCOMO,F,18,22,58,69,,,
4032,BA,9/23/2008,9:24:00 AM,GR,BMCOMO,,19,22,69,72,,,
4032,BA,9/21/2008,10:12:00 AM,GR,BMCOMO,F,29,21,68,87,,,1
4032,BA,9/21/2008,10:23:00 AM,GR,BMCOMO,F,34,21,78,93,,,
4032,BA,9/21/2008,10:25:00 AM,GR,BMCOMO,F,23,22,74,82,,,
4044,BA,9/23/2008,8:50:00 AM,GR,BMGOMO,M,15,16,75,81,156,"Recapture, mouse with white patches on butt",1
4044,BA,9/20/2008,9:42:00 AM,GR,BMCOMO,F,30,22,76,107,183,,1
4044,BA,9/20/2008,9:52:00 AM,GR,,,,,,,,"Escaped, white patches on butt",
4044,BA,9/21/2008,10:17:00 AM,GR,BMCOMO,M,25,21,65,89,154,,1
4044,BA,9/21/2008,10:25:00 AM,GR,BMHCRA,M,40,30,109,107,216,,1
4044,BA,9/21/2008,10:32:00 AM,GR,BMHCRA,F,47,30,114,102,216,,
4044,BA,9/22/2008,8:50:00 AM,GR,BMCOMO,M,30,22,72,92,164,,1
4044,BA,9/22/2008,9:00:00 AM,GR,BMOLMO,F,26,17,42,68,110,,1
4044,BA,9/22/2008,9:10:00 AM,GR,BMOLMO,M,14,17,42,74,116,,
4045,BA,9/21/2008,10:57:00 AM,TR,BMCOMO,M,20,22,63,80,143,Juvenile,1
4045,BA,9/23/2008,10:05:00 AM,TR,BMCOMO,M,20,22,61,88,149,Juvenile,1
4045,BA,9/21/2008,10:50:00 AM,GR,BMCOMO,F,32,22,78,94,172,,
4045,BA,9/22/2008,9:40:00 AM,GR,BMOLMO,M,15,17,42,73,115,,1
4045,BA,9/23/2008,9:18:00 AM,GR,BMOLMO,M,12,17,42,74,116,,
4045,BA,9/23/2008,9:40:00 AM,GR,BMOLMO,F,22,16,42,92,134,,
4045,BA,9/23/2008,9:45:00 AM,GR,BMOLMO,M,15,16,42,75,117,,
4045,BA,9/23/2008,9:53:00 AM,GR,BMCOMO,M,17,21,63,78,141,Juvenile,
4045,BA,9/23/2008,10:00:00 AM,GR,BMOLMO,M,14,17,46,79,125,,
4048,BA,9/23/2008,10:50:00 AM,TR,BMCOMO,M,28,22,72,93,165,,1
4048,BA,9/24/2008,8:25:00 AM,TR,BMCOMO,F,15,19,57,72,129,Juvenile,1
4071,BA,9/21/2008,10:25:00 AM,GR,BMGOMO,F,19,18,69,66,135,,1
4161,BA,10/9/2008,,GR,BMCOMO,,,,,,,Escaped,1
4161,BA,10/7/2008,1:57:00 PM,GR,BMGOMO,F,15,18,71,76,147,,1
4161,BA,10/7/2008,2:06:00 PM,GR,BMCOMO,F,34,23,67,89,156,,1
4161,BA,10/7 /2008,2:14:00 PM,GR,BMGOMO,,,,,,,Released without taking data due to bad weather,0
4161,BA,10/8/2008,,GR,BMGOMO,,,,,,,Released without taking data due to bad weather,
4161,BA,10/8/2008,,GR,BMCOMO,,,,,,,Released without taking data due to bad weather,
4161,BA,10/9/2008,,GR,BMGOMO,,,,,,,Released without taking data due to bad weather,1
4161,BA,10/9/2008,,GR,BMGOMO,,,,,,,Released without taking data due to bad weather,
4166,BA,9/20/2008,9:20:00 AM,GR,BMCOMO,M,,,,,,Released without taking data due to bad weather,1
4166,BA,9/21/2008,9:30:00 AM,GR,BMCOMO,M,25,22,69,81,,,1
4166,BA,9/21/2008,9:40:00 AM,GR,BMCOMO,F,34,22,79,82,,,
4166,BA,9/21/2008,9:58:00 AM,GR,BMGOMO,M,14,17,63,60,,,1
4166,BA,9/22/2008,9:18:00 AM,GR,BMCOMO,F,22,22,78,78,,,1
4166,BA,9/22/2008,9:21:00 AM,GR,BMGOMO,F,17,16,69,68,,,1
4166,BA,9/22/2008,9:25:00 AM,GR,BMCOMO,F,26,21,69,86,,,
4208,BA,9/29/2008,1:40:00 PM,GR,BMCOMO,F,25,22,75,93,168,,1
4208,BA,9/30/2008,11:40:00 AM,GR,BMCOMO,M,39,22,71,116,187,,1
4208,BA,9/30/2008,11:45:00 AM,GR,BMCOMO,M,39,23,74,90,164,,
4208,BA,10/1/2008,11:45:00 AM,GR,BMGOMO,F,9,17,54,66,120,,1
4208,BA,10/1/2008,11:50:00 AM,GR,BMCOMO,F,25,22,75,95,170,,1
4246,BA,10/2/2008,10:15:00 AM,GR,BMCOMO,F,11,22,57,66,123,Juvenile,1
4246,BA,9/30/2008,12:25:00 PM,GR,BMWOVO,,17,14,16,82,98,,1
4246,BA,10/1/2008,12:35:00 PM,GR,BMCOMO,F,12,21,49,64,113,Juvenile,1
4246,BA,10/2/2008,10:00:00 AM,GR,BMGOMO,M,15,17,64,75,139,Dead,1
4246,BA,10/2/2008,10:05:00 AM,GR,BMCOMO,F,29,23,78,89,167,Dead,0
4246,BA,10/2/2008,10:10:00 AM,GR,BMWOVO,,17,14,16,81,98,"Caught in same trap as prior WOVO, same individual?",1
4289,BA,9/22/2008,8:31:00 AM,TR,BMCOMO,F,24,22,74,80,154,,1
4289,BA,9/21/2008,8:40:00 AM,GR,BMMouse,,,,,,,Escaped,1
4289,BA,9/21/2008,8:45:00 AM,GR,BMGOMO,M,18,16,66,80,146,,1
4289,BA,9/21/2008,9:07:00 AM,GR,BMCOMO,F,33,22,81,77,158,,1
4289,BA,9/21/2008,9:24:00 AM,GR,BMGOMO,F,18,18,71,75,146,,
4289,BA,9/21/2008,9:30:00 AM,GR,BMGOMO,F,14,15,65,61,132,Juvenile?,
4289,BA,9/21/2008,9:41:00 AM,GR,BMGOMO,F,15,16,59,60,119,,
4289,BA,9/22/2008,8:45:00 AM,GR,BMCOMO,F,29,22,76,80,156,,0
4289,BA,9/22/2008,8:49:00 AM,GR,BMMouse,,,,,,,Escaped,1
4289,BA,9/22/2008,9:05:00 AM,GR,BMCOMO,M,25,22,75,84,159,,
4289,BA,9/22/2008,9:06:00 AM,GR,BMGOMO,F,17,17,75,81,155,,1
4289,BA,9/23/2008,9:17:00 AM,GR,BMGOMO,F,15,15,59,66,125,"Juvenile, very small",1
4289,BA,9/23/2008,9:34:00 AM,GR,BMCOMO,M,30,23,72,84,156,,1
4289,BA,9/23/2008,9:41:00 AM,GR,BMGOMO,F,9,15,51,57,108,very tiny,
4289,BA,9/23/2008,10:02:00 AM,GR,BMCOMO,F,31,23,79,72,151,,
4289,BA,9/23/2008,10:16:00 AM,GR,BMCOMO,M,26,23,74,87,161,,
4301,BA,9/30/2008,10:40:00 AM,TR,BMGOMO,M,19,17,62,84,146,,1
4301,BA,9/30/2008,11:15:00 AM,TR,BMGOMO,F,15,17,66,74,140,,
4301,BA,9/28/2008,12:00:00 PM,GR,BMGOMO,F,24,18,75,87,162,,1
4301,BA,9/28/2008,12:10:00 PM,GR,BMGOMO,F,25,23,73,79,152,,
4301,BA,9/28/2008,12:15:00 PM,GR,BMGOMO,F,20,17,70,83,,,
4301,BA,9/29/2008,1:30:00 PM,GR,BMEAWO,M,196,38,154,,,Escaped,1
4301,BA,9/30/2008,11:10:00 AM,GR,BMEAWO,M,179,39,160,183,362,,1
4301,BA,9/30/2008,11:20:00 AM,GR,BMSSSH,,6,12,17,69,86,Dark,1
4316,BA,9/28/2008,10:07:00 AM,GR,BMCOMO,M,27,22,86,84,170,,1
4316,BA,9/28/2008,10:12:00 AM,GR,BMCOMO,F,21,21,64,73,137,,
4316,BA,9/29/2008,11:39:00 AM,GR,BMCOMO,F,34,23,74,87,161,,1
4316,BA,9/29/2008,11:48:00 AM,GR,BMCOMO,M,21,22,68,80,148,,
4316,BA,9/29/2008,11:57:00 AM,GR,BMCOMO,M,30,22,75,85,170,,
4316,BA,9/30/2008,10:25:00 AM,GR,BMCOMO,F,20,20,65,79,144,,1
4316,BA,9/30/2008,10:33:00 AM,GR,BMCOMO,M,28,22,74,81,155,,
4316,BA,9/30/2008,10:38:00 AM,GR,BMCOMO,M,30,22,69,97,166,,
4316,BA,9/30/2008,10:49:00 AM,GR,BMGOMO,F,25,18,84,69,153,Pregnant? Very chubby,1
4316,BA,10/8 /2008,11:06:00 AM,GR,BMCOMO,,,,,,,Escaped,1
4343,BA,9/27/2008,9:09:00 AM,GR,BMCOMO,F,33,22,79,93,172,,1
4343,BA,9/27/2008,9:24:00 AM,GR,BMCOMO,M,35,24,77,104,181,,
4343,BA,9/28/2008,9:09:00 AM,GR,BMCOMO,F,12,21,54,54,108,"Juvenile, very small",1
4343,BA,9/28/2008,9:15:00 AM,GR,BMCOMO,F,34,23,75,89,164,,
4343,BA,9/28/2008,9:23:00 AM,GR,BMCOMO,M,29,22,79,82,161,,
4343,BA,9/28/2008,9:30:00 AM,GR,BMGOMO,F,11,16,64,58,122,"Juvenile, very tiny",1
4343,BA,9/29/2008,9:12:00 AM,GR,BMGOMO,F,10,15,65,60,125,Likely recapture from 28th,1
4343,BA,9/29/2008,9:21:00 AM,GR,BMCOMO,M,29,21,69,77,146,,1
4343,BA,9/29/2008,9:42:00 AM,GR,BMCOMO,F,32,23,79,89,168,Possible recapture from 27th,
4343,BA,9/29/2008,9:55:00 AM,GR,BMGOMO,F,20,18,72,71,143,,
4343,BA,9/29/2008,10:00:00 AM,GR,BMCOMO,M,27,22,78,81,160,Possible recapture from 28th,
4349,BA,10/1/2008,9:34:00 AM,TR,BMCOMO,M,28,22,71,87,158,,1
4349,BA,10/2/2008,10:00:00 AM,TR,BMCOMO,F,24,21,79,81,160,,1
4349,BA,10/2/2008,10:31:00 AM,TR,BMCOMO,M,27,21,70,82,152,,
4349,BA,9/30/2008,11:54:00 AM,GR,BMCOMO,F,25,22,74,78,152,,1
4349,BA,9/30/2008,12:10:00 AM,GR,BMCOMO,F,17,21,59,67,126,Juvenile,
4349,BA,10/1/2008,9:22:00 AM,GR,BMCOMO,F,29,23,84,78,162,,
4349,BA,10/1/2008,9:44:00 AM,GR,BMCOMO,M,33,23,76,85,161,,
4349,BA,10/1/2008,9:51:00 AM,GR,BMCOMO,F,14,19,55,57,112,Juvenile,
4349,BA,10/1/2008,10:01:00 AM,GR,BMCOMO,F,23,22,74,77,151,Possible recapture from 30th,
4349,BA,10/2/2008,9:29:00 AM,GR,BMCOMO,F,25,23,83,83,166,,
4349,BA,10/2/2008,9:47:00 AM,GR,BMCOMO,F,22,22,74,75,149,,
4349,BA,10/2/2008,9:52:00 AM,GR,BMCOMO,M,32,23,86,80,166,,
4349,BA,10/2/2008,10:09:00 AM,GR,BMCOMO,F,30,22,75,86,161,,
4349,BA,10/2/2008,10:14:00 AM,GR,BMCOMO,F,11,20,54,58,112,Juvenile,
4349,BA,10/2/2008,10:25:00 AM,GR,BMCOMO,M,22,21,64,76,140,,
4393,BA,9/28/2008,11:35:00 AM,TR,BMCOMO,M,26,22,74,102,176,,1
4393,BA,9/28/2008,11:40:00 AM,TR,BMCOMO,,30,,,101,,Escaped,
4393,BA,9/27/2008,9:30:00 AM,GR,BMCOMO,M,27,23,77,86,163,,1
4393,BA,9/28/2008,11:30:00 AM,GR,BMCOMO,F,19,23,66,80,146,Dull color,
4393,BA,9/28/2008,11:45:00 AM,GR,BMCOMO,F,29,22,62,88,150,,
4393,BA,9/29/2008,12:30:00 PM,GR,BMCOMO,F,31,22,65,97,162,Unhealthy,1
4393,BA,9/29/2008,12:35:00 PM,GR,BMCOMO,M,27,23,73,85,158,,
4393,BA,9/29/2008,12:40:00 PM,TR,BMEAWO,F,200,38,160,165,325,,1
4393,BA,9/29/2008,12:50:00 PM,TR,BMGOMO,M,23,17,75,89,164,,1
4425,BA,10/5/2008,12:02:00 PM,GR,BMCOMO,M,18,22,64,84,148,Juvenile,1
4425,BA,10/6/2008,11:00:00 AM,GR,BMCOMO,M,17,22,64,84,148,"Juvenile, same individual captured on the 5th",1
4425,BA,10/6/2008,11:05:00 AM,GR,BMEAWO,F,174,41,144,,,Escaped,1
4425,BA,10/7/2008,2:20:00 PM,GR,BMGOMO,M,18,17,64,90,,,1
4425,BA,10/7/2008,2:25:00 PM,GR,BMGOMO,F,7,16,50,61,,"Juvenile, tiny",
4425,BA,10/7/2008,2:30:00 PM,GR,BMCOMO,F,16,22,60,74,,Juvenile,1
4425,BA,10/7/2008,2:35:00 PM,GR,BMGOMO,F,19,17,74,81,,,
4499,BA,10/9/2008,,GR,BMGOMO,,,,,,,Escaped,1
4499,BA,10/10/2008,,GR,BMCOMO,F,26,22,72,74,146,,1
4499,BA,10/10/2008,,GR,BMCOMO,M,30,21,78,84,102,,
4499,BA,10/10/2008,,GR,BMCOMO,M,27,20,71,86,,,
4499,BA,10/10/2008,,GR,BMGOMO,M,20,16,75,81,,,1
4506,BA,10/6/2008,11:45:00 AM,TR,BMCOMO,M,27,22,72,103,175,,1
4506,BA,10/7/2008,3:08:00 AM,TR,BMCOMO,M,34,22,75,102,177,,1
4506,BA,10/7/2008,3:12:00 AM,TR,BMGOMO,F,18,18,68,83,151,,1
4506,BA,10/7/2008,3:15:00 AM,TR,BMCOMO,F,33,22,72,94,166,,
4506,BA,10/7/2008,3:20:00 AM,TR,BMCOMO,M,30,24,72,84,158,,
4506,BA,10/6/2008,11:50:00 AM,GR,BMCOMO,F,22,22,71,74,145,,0
4506,BA,10/8/2008,9:50:00 AM,GR,BMCOMO,F,,,,,,Released (caught with 4 babies),1
4506,BA,10/8/2008,9:50:00 AM,GR,BMCOMO,,,,,,,BMCOMO baby,
4506,BA,10/8/2008,9:50:00 AM,GR,BMCOMO,,,,,,,BMCOMO baby,
4506,BA,10/8/2008,9:50:00 AM,GR,BMCOMO,,,,,,,BMCOMO baby,
4506,BA,10/8/2008,9:50:00 AM,GR,BMCOMO,,,,,,,BMCOMO baby,
4506,BA,10/8/2008,9:52:00 AM,TR,BMGOMO,,,,,,,Escaped,1
4506,BA,10/8/2008,9:54:00 AM,TR,BMGOMO,,,,,,,Escaped,
4506,BA,10/8/2008,9:58:00 AM,TR,BMGOMO,M,15,17,67,69,136,,
4506,BA,10/8/2008,10:05:00 AM,GR,BMHCRA,M,36,28,97,99,,,1
4506,BA,10/8/2008,10:05:00 AM,GR,BMCOMO,M,33,22,70,85,,,
4506,BA,10/8/2008,10:10:00 AM,GR,BMCOMO,M,34,23,74,79,,,
4539,BA,10/9/2008,12:45:00 PM,TR,BMGOMO,M,13,15,64,72,136,,1
4539,BA,10/10/2008,10:35:00 AM,TR,BMGOMO,M,17,16,73,76,149,,1
4539,BA,10/9/2008,12:35:00 PM,GR,BMHCRA,F,19,21,85,82,167,,1
4539,BA,10/10/2008,10:30:00 AM,GR,BMGOMO,F,25,17,69,89,158,,
4554,BA,10/6/2008,12:41:00 PM,GR,BMCOMO,F,26,22,75,82,157,,1
4554,BA,10/7/2008,11:58:00 AM,GR,BMCOMO,,,,,,,Escaped,1
4554,BA,10/7/2008,10:03:00 PM,GR,BMCOMO,M,28,22,71,85,156,,
4557,BA,10/5/2008,9:53:00 AM,GR,BMCOMO,F,20,21,67,75,132,,1
4557,BA,10/6/2008,11:18:00 AM,GR,BMGOMO,F,20,18,75,73,148,,1
4557,BA,10/6/2008,11:25:00 AM,GR,BMCOMO,F,18,21,68,79,147,,1
4557,BA,10/7/2008,10:55:00 AM,GR,BMCOMO,F,18,21,70,79,149,Possible recapture from Oct 6th,1
4557,BA,10/7/2008,11:05:00 AM,GR,BMCOMO,F,25,21,74,79,153,,
4577,BA,9/28/2008,7:45:00 AM,TR,BMCOMO,M,28,22,69,86,155,,1
4577,BA,9/27/2008,10:10:00 AM,GR,BMOLMO,F,11,18,48,69,117,,1
4577,BA,9/27/2008,10:15:00 AM,GR,BMCOMO,F,27,22,82,95,177,,1
4577,BA,9/28/2008,7:30:00 AM,GR,BMOLMO,M,12,18,48,70,118,,1
4577,BA,9/28/2008,7:40:00 AM,TR,BMGOMO,F,18,17,82,64,146,,1
4577,BA,9/29/2008,9:25:00 AM,GR,BMCOMO,F,29,22,73,78,151,,1
4577,BA,9/29/2008,9:40:00 AM,GR,BMCOMO,F,28,22,75,82,157,,
4577,BA,9/29/2008,9:54:00 AM,TR,BMGOMO,F,17,18,81,65,146,,1
4577,BA,9/29/2008,10:00:00 AM,TR,BMGOMO,M,22,17,71,85,156,,
4595,BA,10/5/2008,10:00:00 AM,GR,BMGOMO,F,21,,,,,Escaped,1
4595,BA,10/5/2008,10:05:00 AM,TR,BMGOMO,F,21,18,71,68,139,,
4595,BA,10/6/2008,1:00:00 PM,TR,BMCOMO,F,29,22,72,81,153,,1
4595,BA,10/6/2008,1:15:00 PM,GR,BMGOMO,F,25,17,72,82,153,,1
4595,BA,10/6/2008,1:20:00 PM,GR,BMGOMO,M,13,15,62,65,127,,
4595,BA,10/6/2008,1:25:00 PM,GR,BMCOMO,M,28,21,69,81,150,,
4595,BA,10/6/2008,1:30:00 PM,GR,BMGOMO,F,22,18,79,80,159,,
4595,BA,10/6/2008,1:33:00 PM,GR,BMGOMO,M,21,16,77,78,155,,
4595,BA,10/6/2008,1:37:00 PM,GR,BMGOMO,M,22,17,84,75,159,,
4595,BA,10/6/2008,1:41:00 PM,GR,BMGOMO,F,17,16,67,78,145,,
4595,BA,10/7/2008,10:30:00 AM,TR,BMGOMO,F,19,17,71,69,140,,1
4595,BA,10/7/2008,10:35:00 AM,TR,BMGOMO,F,13,14,70,61,131,Caught in the same trap,
4595,BA,10/7/2008,10:35:00 AM,TR,BMGOMO,M,21,16,70,73,143,Caught in the same trap,
4595,BA,10/7/2008,10:40:00 AM,GR,BMGOMO,M,21,18,65,83,148,,
4595,BA,10/7/2008,10:43:00 AM,GR,BMGOMO,M,13,16,65,64,129,,
4595,BA,10/7/2008,10:47:00 AM,GR,BMGOMO,F,20,16,70,74,144,,1
4595,BA,10/7/2008,10:50:00 AM,GR,BMCOMO,F,31,21,71,83,154,,
4595,BA,10/7/2008,10:54:00 AM,GR,BMCOMO,F,27,21,76,87,163,,
4615,BA,10/6/2008,2:00:00 PM,GR,BMGOMO,F,17,17,68,76,144,,1
4615,BA,10/6/2008,2:05:00 PM,TR,BMGOMO,M,10,14,53,67,120,,
4615,BA,10/6/2008,2:10:00 PM,TR,BMGOMO,M,19,15,71,68,139,,
4615,BA,10/7/2008,12:42:00 PM,GR,BMGOMO,M,10,16,52,60,112,,1
4615,BA,10/7/2008,12:45:00 PM,GR,BMGOMO,M,21,,,,,"Released, tail caught in trap door and fire ants attacking",
4615,BA,10/7/2008,12:48:00 PM,GR,BMGOMO,,,,,,,Escaped,
4615,BA,10/7/2008,12:50:00 PM,TR,BMGOMO,M ,17,17,72,79,151,,
4615,BA,10/8/2008,9:50:00 AM,TR,BMGOMO,,,,,,,Released due to bad weather,1
4615,BA,10/8/2008,9:55:00 AM,GR,BMGOMO,,,,,,,Released due to bad weather,
4615,BA,11/8 /2008,10:00:00 AM,GR,BMGOMO,,,,,,,Released due to bad weather,
4615,BA,11/8 /2008,10:05:00 AM,GR,BMCOMO,,,,,,,Released due to bad weather,1
4641,BA,10/10/2008,9:33:00 AM,TR,BMCOMO,F,33,22,78,92,,,1
4641,BA,10/8/2008,10:45:00 AM,GR,BMCOMO,M,21,21,71,93,164,White tip on tail,1
4641,BA,10/8/2008,10:50:00 AM,GR,BMCOMO,M,32,22,70,105,175,,
4641,BA,10/8/2008,10:52:00 AM,GR,BMCOMO,M,29,21,77,85,162,,
4641,BA,10/8/2008,11:00:00 AM,GR,BMCOMO,M,21,22,63,87,150,Juvenile,
4641,BA,10/9/2008,11:00:00 AM,GR,BMCOMO,M,29,21,74,104,178,,1
4641,BA,10/9/2008,11:05:00 AM,GR,BMCOMO,F,27,21,78,94,173,,
4641,BA,10/10/2008,9:30:00 AM,GR,BMCOMO,M,32,22,71,85,,,
4641,BA,10/10/2008,9:35:00 AM,GR,BMCOMO,F,27,21,77,80,,,
4665,BA,10/7/2008,9:58:00 AM,GR,BMCOMO,M,26,22,66,81,147,,1
4665,BA,10/8/2008,10:50:00 AM,GR,BMGOMO,,,,,,,Released due to bad weather,1
4665,BA,10/9/2008,10:40:00 AM,GR,BMEAWO,F,225,43,190,140,330,,1
4665,BA,10/9/2008,11:45:00 AM,GR,BMCOMO,F,19,22,62,78,140,,1
4665,BA,10/9/2008,11:50:00 AM,GR,BMCOMO,M,25,22,75,96,171,,
4665,BA,10/9/2008,11:54:00 AM,GR,BMCOMO,M,26,22,70,96,166,,
4665,BA,10/9/2008,12:03:00 PM,GR,BMCOMO,M,32,22,75,97,172,,
4665,BA,10/9/2008,12:11:00 PM,GR,BMCOMO,F,23,22,62,98,160,Caught in same trap,
4665,BA,10/9/2008,12:20:00 PM,TR,BMGOMO,M,15,15,68,74,142,,1
4665,BA,10/9/2008,12:24:00 PM,TR,BMCOMO,M,23,20,68,84,152,,
4665,BA,10/7/2008,3:40:00 PM,GR,BMGOMO,F,29,17,80,80,160,,1
4665,BA,10/7/2008,3:40:00 PM,GR,BMGOMO,M,12,16,,,,"Juvenile, caught in same trap",
4665,BA,10/7/2008,3:40:00 PM,GR,BMGOMO,F,17,17,65,88,,,
4665,BA,10/7/2008,3:40:00 PM,GR,BMGOMO,M,20,17,65,86,,,
4665,BA,10/7/2008,3:45:00 PM,GR,BMCOMO,F,28,22,77,80,,,
4665,BA,10/7/2008,3:50:00 PM,GR,BMGOMO,M,21,19,73,94,,,
4665,BA,10/8/2008,10:30:00 AM,GR,BMSSSH,,8,12,17,67,,Wet,1
4665,BA,10/8/2008,10:40:00 AM,GR,BMGOMO,,,,,,,Dead,0
4665,BA,10/8/2008,10:45:00 AM,GR,BMCOMO,,,,,,,Escaped,1
4665,BA,10/9/2008,10:35:00 AM,GR,BMHCRA,M,113,39,104,,,Escaped,1
4665,BA,10/9/2008,10:40:00 AM,GR,BMCOMO,F,25,22,70,85,,,1
4665,BA,10/9/2008,10:45:00 AM,GR,BMGOMO,M,20,18,79,93,,,1
4685,BA,9/30/2008,9:32:00 AM,TR,BMCOMO,F,32,21,73,91,164,,1
4685,BA,10/1/2008,10:56:00 AM,TR,BMCOMO,F,29,22,76,88,164,,1
4685,BA,9/29/2008,10:50:00 AM,GR,BMCOMO,F,31,21,71,85,156,,1
4685,BA,9/30/2008,9:46:00 AM,GR,BMGOMO,F,20,19,80,69,149,,1
4685,BA,10/1/2008,10:49:00 AM,GR,BMGOMO,F,16,17,68,67,135,,1
4685,BA,10/1/2008,11:37:00 AM,GR,BMWOVO,F,15,14,15,66,,"Juvenile, small?",1
4685,BA,9/29/2009,11:00:00 AM,GR,BMGOMO,F,24,18,85,75,,,1
4685,BA,9 /19/2009,10:00:00 AM,GR,BMGOMO,,,,,,,Escaped,
4694,BA,9/30/2008,9:50:00 AM,GR,BMCOMO,M,31,23,74,81,155,,1
4694,BA,9/30/2008,9:50:00 AM,GR,BMHCRA,F,96,27,105,113,218,Dead?,1
4694,BA,10/1/2008,8:12:00 AM,GR,BMCOMO,M,29,22,72,83,155,,1
4694,BA,10/1/2008,8:30:00 AM,GR,BMCOMO,M,31,22,69,83,152,,
4694,BA,10/2/2008,8:57:00 AM,GR,BMCOMO,M,29,22,73,84,157,,1
4694,BA,10/2/2008,9:03:00 AM,GR,BMCOMO,M,30,22,66,87,153,,
4694,BA,10/2/2008,9:08:00 AM,GR,BMCOMO,F,30,21,71,85,156,,
4694,BA,10/2/2008,9:14:00 AM,GR,BMHCRA,F,81,28,105,113,218,,1
4727,BA,9/30/2008,9:00:00 AM,GR,BMEHMO,M,6,14,52,50,102,,1
4727,BA,9/30/2008,9:10:00 AM,GR,BMHCRA,F,23,23,71,82,153,,1
4727,BA,10/1/2008,8:58:00 AM,GR,BMEHMO,M,5,15,50,45,95,Ears covered with ticks,1
4727,BA,10/1/2008,9:08:00 AM,GR,BMOLMO,M,10,17,21,54,75,"Tail broken, but healed",1
4733,BA,9/30/2008,8:20:00 AM,TR,BMCOMO,F,23,21,72,74,146,,1
4733,BA,9/28/2008,8:20:00 AM,GR,BMCOMO,F,31,22,72,79,151,,1
4733,BA,9/29/2008,8:04:00 AM,GR,BMCOMO,F,30,22,71,78,149,,1
4733,BA,9/30/2008,8:15:00 AM,GR,BMCOMO,F,32,22,72,79,151,,
4733,BA,9/30/2008,8:30:00 AM,GR,BMCOMO,F,30,23,71,83,154,,
4772,SS,11/8/2008,9:45:00 AM,GR,BMCOMO,F,41,22,74,79,153,botfly,1
4790,SS,9 /21/2008,10:45:00 AM,GR,BMCOMO,F,27,22,77,98,175,,1
4790,SS,9 /21/2008,11:00:00 AM,GR,BMCOMO,M,30,22,75,103,178,,
4790,SS,9 /21/2008,9:30:00 AM,GR,BMCOMO,F,30,21,74,80,,,
4790,SS,9 /21/2008,9:31:00 AM,GR,BMCOMO,M,30,22,63,76,,,
4790,SS,9 /21/2008,9:40:00 AM,GR,BMCOMO,M,28,22,74,86,,,
4790,SS,9 /21/2008,9:30:00 AM,GR,BMCOMO,M,18,22,63,85,,,
4813,SS,9 /21/2008,9:50:00 AM,GR,BMSSSH,,45,11,16,56,,Dead,1
4813,SS,9 /21/2008,9:50:00 AM,GR,BMCOMO,F,35,22,84,112,,,1
4813,SS,9 /21/2008,9:51:00 AM,GR,BMCOMO,F,33,22,69,82,,,
4813,SS,9 /21/2008,10:00:00 AM,GR,BMCOMO,F,35,22,84,108,,,
4813,SS,9 /21/2008,10:05:00 AM,GR,BMCOMO,M,32,22,76,103,,,
4818,SS,11/6/2008,12:00:00 AM,GR,BMCOMO,M,31,22,74,103,,,1
4850,SS,11/6/2008,8:45:00 AM,GR,BMCOMO,M,35,22,74,105,,,
4850,SS,11/7/2008,9:00:00 AM,GR,BMSSSH,,6,10,18,62,,,1
4850,SS,11/7/2008,9:10:00 AM,GR,BMCOMO,F,35,22,65,90,,,1
4850,SS,11/8/2008,9:30:00 AM,GR,BMSSSH,,6,11,19,68,,Dead,1
